web-scraper-order,web-scraper-start-url,cited_links,cited_links-href,cited_paper_doi,cited_paper_doi-href
"1571800513-2467","https://doi.org/10.1109/TSC.2015.2491281","View Article","https://ieeexplore.ieee.org/document/8736766","10.1109/ACCESS.2019.2923096","https://doi.org/10.1109/ACCESS.2019.2923096"
"1571807985-4229","https://doi.org/10.1109/TSC.2009.3","View Article","https://ieeexplore.ieee.org/document/6038600","10.1109/NCA.2011.31","https://doi.org/10.1109/NCA.2011.31"
"1571797435-1622","https://doi.org/10.1109/TSC.2014.2364029","View Article","https://ieeexplore.ieee.org/document/7434639","10.1109/TSC.2016.2542805","https://doi.org/10.1109/TSC.2016.2542805"
"1571854140-11021","https://doi.org/10.1109/TSC.2016.2536025","View Article","https://ieeexplore.ieee.org/document/8436259","10.1109/ICE.2018.8436259","https://doi.org/10.1109/ICE.2018.8436259"
"1571820765-6245","https://doi.org/10.1109/TSC.2014.2320262","View Article","https://ieeexplore.ieee.org/document/7588919","10.1109/DASC-PICom-DataCom-CyberSciTec.2016.121","https://doi.org/10.1109/DASC-PICom-DataCom-CyberSciTec.2016.121"
"1571865172-12429","https://doi.org/10.1109/TSC.2016.2528246","View Article","https://ieeexplore.ieee.org/document/8716467","10.1109/ICCISci.2019.8716467","https://doi.org/10.1109/ICCISci.2019.8716467"
"1571867919-12670","https://doi.org/10.1109/SCC.2007.15","View Article","https://ieeexplore.ieee.org/document/6274049","10.1109/SERVICES.2012.61","https://doi.org/10.1109/SERVICES.2012.61"
"1571853415-10946","https://doi.org/10.1109/TSC.2011.24","View Article","https://ieeexplore.ieee.org/document/6871472","10.1049/iet-com.2013.0898","https://doi.org/10.1049/iet-com.2013.0898"
"1571887322-14267","https://doi.org/10.1109/SCC.2011.97","View Article","https://ieeexplore.ieee.org/document/7004969","10.1109/EUROSIM.2013.70","https://doi.org/10.1109/EUROSIM.2013.70"
"1571827227-7358","https://doi.org/10.1109/TSC.2014.1","View Article","https://ieeexplore.ieee.org/document/7839231","10.1109/TDSC.2017.2662216","https://doi.org/10.1109/TDSC.2017.2662216"
"1571873638-13125","https://doi.org/10.1109/SCC.2011.18","View Article","https://ieeexplore.ieee.org/document/6888725","10.1109/SNPD.2014.6888725","https://doi.org/10.1109/SNPD.2014.6888725"
"1571829465-7747","https://doi.org/10.1109/TSC.2017.2662008","View Article","https://ieeexplore.ieee.org/document/8809757","10.1109/ACCESS.2019.2936945","https://doi.org/10.1109/ACCESS.2019.2936945"
"1571839955-9600","https://doi.org/10.1109/TSC.2013.46","View Article","https://ieeexplore.ieee.org/document/8030599","10.1109/CLOUD.2017.43","https://doi.org/10.1109/CLOUD.2017.43"
"1571792932-367","https://doi.org/10.1109/TSC.2016.2533348","View Article","https://ieeexplore.ieee.org/document/7787063","10.1109/MobServ.2016.12","https://doi.org/10.1109/MobServ.2016.12"
"1571793625-813","https://doi.org/10.1109/TSC.2014.2355842","View Article","https://ieeexplore.ieee.org/document/8572455","10.1109/ICCSS.2018.8572455","https://doi.org/10.1109/ICCSS.2018.8572455"
"1571887070-14240","https://doi.org/10.1109/SCC.2011.27","View Article","https://ieeexplore.ieee.org/document/6449460","10.1109/SOCA.2012.6449460","https://doi.org/10.1109/SOCA.2012.6449460"
"1571817895-5703","https://doi.org/10.1109/TSC.2011.10","View Article","https://ieeexplore.ieee.org/document/6976561","10.1109/TASE.2014.37","https://doi.org/10.1109/TASE.2014.37"
"1571803856-3366","https://doi.org/10.1109/TSC.2009.4","View Article","https://ieeexplore.ieee.org/document/6450177","10.1109/CARPI.2012.6450177","https://doi.org/10.1109/CARPI.2012.6450177"
"1571826582-7242","https://doi.org/10.1109/TSC.2015.2433251","View Article","https://ieeexplore.ieee.org/document/7558015","10.1109/ICWS.2016.46","https://doi.org/10.1109/ICWS.2016.46"
"1571802559-2962","https://doi.org/10.1109/TSC.2012.31","View Article","https://ieeexplore.ieee.org/document/7195600","10.1109/ICWS.2015.65","https://doi.org/10.1109/ICWS.2015.65"
"1571862413-12167","https://doi.org/10.1109/TSC.2011.59","View Article","https://ieeexplore.ieee.org/document/7195566","10.1109/ICWS.2015.32","https://doi.org/10.1109/ICWS.2015.32"
"1571798331-1897","https://doi.org/10.1109/TSC.2012.35","View Article","https://ieeexplore.ieee.org/document/6998442","10.1109/IIH-MSP.2014.197","https://doi.org/10.1109/IIH-MSP.2014.197"
"1571814668-5101","https://doi.org/10.1109/TSC.2013.55","View Article","https://ieeexplore.ieee.org/document/7905993","10.1109/GlobalSIP.2016.7905993","https://doi.org/10.1109/GlobalSIP.2016.7905993"
"1571800275-2428","https://doi.org/10.1109/TSC.2010.52","View Article","https://ieeexplore.ieee.org/document/6686009","10.1109/CGC.2013.17","https://doi.org/10.1109/CGC.2013.17"
"1571851907-10778","https://doi.org/10.1109/TSC.2015.2447550","View Article","https://ieeexplore.ieee.org/document/8472469","10.1109/ICEE.2018.8472469","https://doi.org/10.1109/ICEE.2018.8472469"
"1571801803-2729","https://doi.org/10.1109/TSC.2009.11","View Article","https://ieeexplore.ieee.org/document/6274159","10.1109/SCC.2012.77","https://doi.org/10.1109/SCC.2012.77"
"1571815838-5308","https://doi.org/10.1109/TSC.2009.10","View Article","https://ieeexplore.ieee.org/document/5479519","10.1109/ISORCW.2010.27","https://doi.org/10.1109/ISORCW.2010.27"
"1571842635-9848","https://doi.org/10.1109/TSC.2016.2543719","View Article","https://ieeexplore.ieee.org/document/8071977","10.1109/ISNCC.2017.8071977","https://doi.org/10.1109/ISNCC.2017.8071977"
"1571829542-7762","https://doi.org/10.1109/TSC.2017.2662008","View Article","https://ieeexplore.ieee.org/document/8666636","10.1109/ACCESS.2019.2904519","https://doi.org/10.1109/ACCESS.2019.2904519"
"1571877413-13445","https://doi.org/10.1109/SCC.2008.82","View Article","https://ieeexplore.ieee.org/document/5767028","10.4108/icst.collaboratecom.2010.1","https://doi.org/10.4108/icst.collaboratecom.2010.1"
"1571877733-13475","https://doi.org/10.1109/SCC.2015.47","View Article","https://ieeexplore.ieee.org/document/7959975","10.1109/ICIS.2017.7959975","https://doi.org/10.1109/ICIS.2017.7959975"
"1571818551-5841","https://doi.org/10.1109/TSC.2011.38","View Article","https://ieeexplore.ieee.org/document/6588061","10.1109/ICTSS.2013.6588061","https://doi.org/10.1109/ICTSS.2013.6588061"
"1571861699-12115","https://doi.org/10.1109/TSC.2015.2511002","View Article","https://ieeexplore.ieee.org/document/8591009","10.1109/CloudCom2018.2018.00040","https://doi.org/10.1109/CloudCom2018.2018.00040"
"1571843637-9944","https://doi.org/10.1109/TSC.2014.2381611","View Article","https://ieeexplore.ieee.org/document/8255082","10.1109/GLOCOM.2017.8255082","https://doi.org/10.1109/GLOCOM.2017.8255082"
"1571831451-8107","https://doi.org/10.1109/TSC.2011.41","View Article","https://ieeexplore.ieee.org/document/7847063","10.1109/TrustCom.2016.0180","https://doi.org/10.1109/TrustCom.2016.0180"
"1571805256-3699","https://doi.org/10.1109/TSC.2015.2444838","View Article","https://ieeexplore.ieee.org/document/8272646","10.1109/ICCIDS.2017.8272646","https://doi.org/10.1109/ICCIDS.2017.8272646"
"1571834831-8710","https://doi.org/10.1109/TSC.2011.31","View Article","https://ieeexplore.ieee.org/document/6391838","10.1109/SKG.2012.46","https://doi.org/10.1109/SKG.2012.46"
"1571825563-7065","https://doi.org/10.1109/TSC.2010.23","View Article","https://ieeexplore.ieee.org/document/6513940","10.1109/INCOSET.2012.6513940","https://doi.org/10.1109/INCOSET.2012.6513940"
"1571814609-5089","https://doi.org/10.1109/TSC.2013.55","View Article","https://ieeexplore.ieee.org/document/8055581","10.1109/TIFS.2017.2758756","https://doi.org/10.1109/TIFS.2017.2758756"
"1571893111-14771","https://doi.org/10.1109/SCC.2006.110","View Article","https://ieeexplore.ieee.org/document/6422290","10.1109/SURV.2013.010413.00207","https://doi.org/10.1109/SURV.2013.010413.00207"
"1571872496-13056","https://doi.org/10.1109/SCC.2013.37","View Article","https://ieeexplore.ieee.org/document/8029771","10.1109/ICWS.2017.42","https://doi.org/10.1109/ICWS.2017.42"
"1571854033-11004","https://doi.org/10.1109/TSC.2012.2","View Article","https://ieeexplore.ieee.org/document/8167935","10.1109/ICCKE.2017.8167935","https://doi.org/10.1109/ICCKE.2017.8167935"
"1571861264-12060","https://doi.org/10.1109/TSC.2009.6","View Article","https://ieeexplore.ieee.org/document/5277714","10.1109/EDOC.2009.20","https://doi.org/10.1109/EDOC.2009.20"
"1571820143-6119","https://doi.org/10.1109/TSC.2011.7","View Article","https://ieeexplore.ieee.org/document/6201461","10.1109/CECNet.2012.6201461","https://doi.org/10.1109/CECNet.2012.6201461"
"1571860195-11937","https://doi.org/10.1109/TSC.2012.32","View Article","https://ieeexplore.ieee.org/document/7115962","10.1109/TSMC.2015.2434797","https://doi.org/10.1109/TSMC.2015.2434797"
"1571811645-4432","https://doi.org/10.1109/TSC.2010.57","View Article","https://ieeexplore.ieee.org/document/6128041","10.1109/APSCC.2011.81","https://doi.org/10.1109/APSCC.2011.81"
"1571864908-12406","https://doi.org/10.1109/TSC.2011.61","View Article","https://ieeexplore.ieee.org/document/8279146","10.1109/ICOMICON.2017.8279146","https://doi.org/10.1109/ICOMICON.2017.8279146"
"1571863231-12251","https://doi.org/10.1109/TSC.2011.44","View Article","https://ieeexplore.ieee.org/document/7365919","10.1109/LCNW.2015.7365919","https://doi.org/10.1109/LCNW.2015.7365919"
"1571881374-13792","https://doi.org/10.1109/SCC.2011.87","View Article","https://ieeexplore.ieee.org/document/7737949","10.1109/FUZZ-IEEE.2016.7737949","https://doi.org/10.1109/FUZZ-IEEE.2016.7737949"
"1571860435-11973","https://doi.org/10.1109/TSC.2010.8","View Article","https://ieeexplore.ieee.org/document/6059825","10.1109/DEXA.2011.7","https://doi.org/10.1109/DEXA.2011.7"
"1571855389-11254","https://doi.org/10.1109/TSC.2014.2382555","View Article","https://ieeexplore.ieee.org/document/8031064","10.1109/TIE.2017.2751008","https://doi.org/10.1109/TIE.2017.2751008"
"1571861920-12132","https://doi.org/10.1109/TSC.2016.2589248","View Article","https://ieeexplore.ieee.org/document/8712520","10.1109/ACCESS.2019.2916173","https://doi.org/10.1109/ACCESS.2019.2916173"
"1571802040-2837","https://doi.org/10.1109/TSC.2014.2320271","View Article","https://ieeexplore.ieee.org/document/6985668","10.1109/TSC.2014.2381496","https://doi.org/10.1109/TSC.2014.2381496"
"1571885786-14153","https://doi.org/10.1109/SCC.2007.95","View Article","https://ieeexplore.ieee.org/document/5471949","10.1109/CSCWD.2010.5471949","https://doi.org/10.1109/CSCWD.2010.5471949"
"1571875300-13265","https://doi.org/10.1109/SCC.2008.11","View Article","https://ieeexplore.ieee.org/document/8377937","10.1109/COMPSAC.2018.10309","https://doi.org/10.1109/COMPSAC.2018.10309"
"1571812257-4577","https://doi.org/10.1109/TSC.2012.33","View Article","https://ieeexplore.ieee.org/document/7801063","10.1109/TKDE.2016.2645769","https://doi.org/10.1109/TKDE.2016.2645769"
"1571853914-10991","https://doi.org/10.1109/TSC.2012.2","View Article","https://ieeexplore.ieee.org/document/7877148","10.1109/SC.2016.69","https://doi.org/10.1109/SC.2016.69"
"1571838594-9356","https://doi.org/10.1109/TSC.2015.2430315","View Article","https://ieeexplore.ieee.org/document/8761791","10.1109/ICC.2019.8761791","https://doi.org/10.1109/ICC.2019.8761791"
"1571792858-321","https://doi.org/10.1109/TSC.2014.2361320","View Article","https://ieeexplore.ieee.org/document/7231027","10.1109/CSCWD.2015.7231027","https://doi.org/10.1109/CSCWD.2015.7231027"
"1571848455-10411","https://doi.org/10.1109/TSC.2015.2413783","View Article","https://ieeexplore.ieee.org/document/8647203","10.1109/GLOCOM.2018.8647203","https://doi.org/10.1109/GLOCOM.2018.8647203"
"1571803099-3092","https://doi.org/10.1109/TSC.2016.2587259","View Article","https://ieeexplore.ieee.org/document/8048462","10.1109/ACCESS.2017.2755058","https://doi.org/10.1109/ACCESS.2017.2755058"
"1571831566-8131","https://doi.org/10.1109/TSC.2011.41","View Article","https://ieeexplore.ieee.org/document/6089774","10.1109/ICCPS.2011.6089774","https://doi.org/10.1109/ICCPS.2011.6089774"
"1571883624-13958","https://doi.org/10.1109/SCC.2006.59","View Article","https://ieeexplore.ieee.org/document/6658270","10.1109/EDOC.2013.21","https://doi.org/10.1109/EDOC.2013.21"
"1571855281-11211","https://doi.org/10.1109/TSC.2014.2382555","View Article","https://ieeexplore.ieee.org/document/8364052","10.1109/FMEC.2018.8364052","https://doi.org/10.1109/FMEC.2018.8364052"
"1571838057-9263","https://doi.org/10.1109/TSC.2010.14","View Article","https://ieeexplore.ieee.org/document/6649741","10.1109/SCC.2013.54","https://doi.org/10.1109/SCC.2013.54"
"1571793550-765","https://doi.org/10.1109/TSC.2014.2355842","View Article","https://ieeexplore.ieee.org/document/8669522","10.1109/ICITBS.2019.00141","https://doi.org/10.1109/ICITBS.2019.00141"
"1571841219-9707","https://doi.org/10.1109/TSC.2015.2479228","View Article","https://ieeexplore.ieee.org/document/8649572","10.1109/ACCESS.2019.2901023","https://doi.org/10.1109/ACCESS.2019.2901023"
"1571837889-9234","https://doi.org/10.1109/TSC.2015.2481421","View Article","https://ieeexplore.ieee.org/document/8259004","10.1109/TPDS.2018.2793254","https://doi.org/10.1109/TPDS.2018.2793254"
"1571814279-5021","https://doi.org/10.1109/TSC.2011.37","View Article","https://ieeexplore.ieee.org/document/6166218","10.1109/SOCA.2011.6166218","https://doi.org/10.1109/SOCA.2011.6166218"
"1571873381-13117","https://doi.org/10.1109/SCC.2008.42","View Article","https://ieeexplore.ieee.org/document/4700498","10.1109/SERVICES-2.2008.6","https://doi.org/10.1109/SERVICES-2.2008.6"
"1571832540-8306","https://doi.org/10.1109/TSC.2010.15","View Article","https://ieeexplore.ieee.org/document/6580978","10.1109/CSCWD.2013.6580978","https://doi.org/10.1109/CSCWD.2013.6580978"
"1571846656-10229","https://doi.org/10.1109/TSC.2011.12","View Article","https://ieeexplore.ieee.org/document/6269749","10.1109/WETICE.2012.23","https://doi.org/10.1109/WETICE.2012.23"
"1571828557-7600","https://doi.org/10.1109/TSC.2011.20","View Article","https://ieeexplore.ieee.org/document/6690054","10.1109/WI-IAT.2013.67","https://doi.org/10.1109/WI-IAT.2013.67"
"1571856590-11595","https://doi.org/10.1109/TSC.2010.4","View Article","https://ieeexplore.ieee.org/document/5714565","10.1109/SITIS.2010.55","https://doi.org/10.1109/SITIS.2010.55"
"1571823189-6677","https://doi.org/10.1109/TSC.2011.51","View Article","https://ieeexplore.ieee.org/document/7070458","10.1109/HICSS.2015.629","https://doi.org/10.1109/HICSS.2015.629"
"1571804969-3598","https://doi.org/10.1109/TSC.2010.7","View Article","https://ieeexplore.ieee.org/document/6009389","10.1109/ICWS.2011.61","https://doi.org/10.1109/ICWS.2011.61"
"1571800217-2418","https://doi.org/10.1109/TSC.2010.52","View Article","https://ieeexplore.ieee.org/document/8256293","10.1109/COASE.2017.8256293","https://doi.org/10.1109/COASE.2017.8256293"
"1571864398-12361","https://doi.org/10.1109/TSC.2011.21","View Article","https://ieeexplore.ieee.org/document/7507089","10.1109/AICCSA.2015.7507089","https://doi.org/10.1109/AICCSA.2015.7507089"
"1571813022-4731","https://doi.org/10.1109/TSC.2011.52","View Article","https://ieeexplore.ieee.org/document/8029830","10.1109/ICWS.2017.89","https://doi.org/10.1109/ICWS.2017.89"
"1571833713-8492","https://doi.org/10.1109/TSC.2016.2542805","View Article","https://ieeexplore.ieee.org/document/7935495","10.1109/ACCESS.2017.2706328","https://doi.org/10.1109/ACCESS.2017.2706328"
"1571856051-11476","https://doi.org/10.1109/TSC.2011.23","View Article","https://ieeexplore.ieee.org/document/6257843","10.1109/ICWS.2012.30","https://doi.org/10.1109/ICWS.2012.30"
"1571793287-606","https://doi.org/10.1109/TSC.2010.44","View Article","https://ieeexplore.ieee.org/document/6546098","10.1109/CCGrid.2013.64","https://doi.org/10.1109/CCGrid.2013.64"
"1571888846-14388","https://doi.org/10.1109/SCC.2006.13","View Article","https://ieeexplore.ieee.org/document/4670225","10.1109/ICWS.2008.51","https://doi.org/10.1109/ICWS.2008.51"
"1571833069-8395","https://doi.org/10.1109/TSC.2013.35","View Article","https://ieeexplore.ieee.org/document/7273648","10.1109/COMPSAC.2015.27","https://doi.org/10.1109/COMPSAC.2015.27"
"1571811825-4476","https://doi.org/10.1109/TSC.2014.2302810","View Article","https://ieeexplore.ieee.org/document/8445837","null",""
"1571821658-6403","https://doi.org/10.1109/TSC.2015.2449302","View Article","https://ieeexplore.ieee.org/document/8035011","10.1109/SCC.2017.58","https://doi.org/10.1109/SCC.2017.58"
"1571845859-10148","https://doi.org/10.1109/TSC.2011.35","View Article","https://ieeexplore.ieee.org/document/7195619","10.1109/ICWS.2015.84","https://doi.org/10.1109/ICWS.2015.84"
"1571874649-13199","https://doi.org/10.1109/SCC.2014.17","View Article","https://ieeexplore.ieee.org/document/8034970","10.1109/SCC.2017.18","https://doi.org/10.1109/SCC.2017.18"
"1571824336-6858","https://doi.org/10.1109/TSC.2015.2477815","View Article","https://ieeexplore.ieee.org/document/7558007","10.1109/ICWS.2016.38","https://doi.org/10.1109/ICWS.2016.38"
"1571816493-5454","https://doi.org/10.1109/TSC.2008.15","View Article","https://ieeexplore.ieee.org/document/5999036","10.1109/CBMS.2011.5999036","https://doi.org/10.1109/CBMS.2011.5999036"
"1571825319-7020","https://doi.org/10.1109/TSC.2015.2459709","View Article","https://ieeexplore.ieee.org/document/8284565","10.1109/ICEECCOT.2017.8284565","https://doi.org/10.1109/ICEECCOT.2017.8284565"
"1571799551-2247","https://doi.org/10.1109/TSC.2015.2498176","View Article","https://ieeexplore.ieee.org/document/8866038","10.23919/ChiCC.2019.8866038","https://doi.org/10.23919/ChiCC.2019.8866038"
"1571793732-885","https://doi.org/10.1109/TSC.2014.2355842","View Article","https://ieeexplore.ieee.org/document/8034989","10.1109/SCC.2017.36","https://doi.org/10.1109/SCC.2017.36"
"1571891231-14584","https://doi.org/10.1109/SCC.2008.85","View Article","https://ieeexplore.ieee.org/document/5068815","10.1109/PESOS.2009.5068815","https://doi.org/10.1109/PESOS.2009.5068815"
"1571850341-10622","https://doi.org/10.1109/TSC.2015.2412943","View Article","https://ieeexplore.ieee.org/document/7878685","10.1109/TSMC.2016.2640179","https://doi.org/10.1109/TSMC.2016.2640179"
"1571801702-2710","https://doi.org/10.1109/TSC.2009.11","View Article","https://ieeexplore.ieee.org/document/6169080","10.1109/TISC.2011.6169080","https://doi.org/10.1109/TISC.2011.6169080"
"1571881287-13784","https://doi.org/10.1109/SCC.2011.87","View Article","https://ieeexplore.ieee.org/document/6615201","10.1109/RAISE.2013.6615201","https://doi.org/10.1109/RAISE.2013.6615201"
"1571856606-11597","https://doi.org/10.1109/TSC.2010.4","View Article","https://ieeexplore.ieee.org/document/6903261","10.1109/SERVICES.2014.39","https://doi.org/10.1109/SERVICES.2014.39"
"1571796286-1259","https://doi.org/10.1109/TSC.2014.2346492","View Article","https://ieeexplore.ieee.org/document/7995025","10.1109/JBHI.2017.2733038","https://doi.org/10.1109/JBHI.2017.2733038"
"1571852406-10842","https://doi.org/10.1109/TSC.2016.2596289","View Article","https://ieeexplore.ieee.org/document/8000144","10.1109/ICNSC.2017.8000144","https://doi.org/10.1109/ICNSC.2017.8000144"
"1571861078-12040","https://doi.org/10.1109/TSC.2009.6","View Article","https://ieeexplore.ieee.org/document/6006860","10.1109/RCIS.2011.6006860","https://doi.org/10.1109/RCIS.2011.6006860"
"1571834587-8668","https://doi.org/10.1109/TSC.2014.2310213","View Article","https://ieeexplore.ieee.org/document/7858546","10.1109/ICS.2016.0124","https://doi.org/10.1109/ICS.2016.0124"
"1571826411-7208","https://doi.org/10.1109/TSC.2015.2444845","View Article","https://ieeexplore.ieee.org/document/8066354","10.1109/TVT.2017.2762423","https://doi.org/10.1109/TVT.2017.2762423"
"1571844640-10026","https://doi.org/10.1109/TSC.2016.2594778","View Article","https://ieeexplore.ieee.org/document/8318747","10.1109/ICAC3.2017.8318747","https://doi.org/10.1109/ICAC3.2017.8318747"
"1571814521-5073","https://doi.org/10.1109/TSC.2013.55","View Article","https://ieeexplore.ieee.org/document/8367383","10.1109/ISPA/IUCC.2017.00153","https://doi.org/10.1109/ISPA/IUCC.2017.00153"
"1571867873-12665","https://doi.org/10.1109/SCC.2007.15","View Article","https://ieeexplore.ieee.org/document/6049020","10.1109/IWSSCloud.2011.6049020","https://doi.org/10.1109/IWSSCloud.2011.6049020"
"1571823252-6687","https://doi.org/10.1109/TSC.2011.51","View Article","https://ieeexplore.ieee.org/document/6657271","10.1109/ARES.2013.55","https://doi.org/10.1109/ARES.2013.55"
"1571803108-3094","https://doi.org/10.1109/TSC.2015.2471307","View Article","https://ieeexplore.ieee.org/document/8687102","10.1109/ICACE.2018.8687102","https://doi.org/10.1109/ICACE.2018.8687102"
"1571826186-7173","https://doi.org/10.1109/TSC.2009.20","View Article","https://ieeexplore.ieee.org/document/7231020","10.1109/CSCWD.2015.7231020","https://doi.org/10.1109/CSCWD.2015.7231020"
"1571831713-8166","https://doi.org/10.1109/TSC.2016.2542068","View Article","https://ieeexplore.ieee.org/document/7935490","10.1109/ACCESS.2017.2706019","https://doi.org/10.1109/ACCESS.2017.2706019"
"1571832759-8341","https://doi.org/10.1109/TSC.2016.2599878","View Article","https://ieeexplore.ieee.org/document/8667446","10.1109/JSAC.2019.2904363","https://doi.org/10.1109/JSAC.2019.2904363"
"1571800029-2369","https://doi.org/10.1109/TSC.2010.52","View Article","https://ieeexplore.ieee.org/document/7312150","10.1109/ICCAC.2015.29","https://doi.org/10.1109/ICCAC.2015.29"
"1571822034-6467","https://doi.org/10.1109/TSC.2010.42","View Article","https://ieeexplore.ieee.org/document/7543890","10.1109/ISCC.2016.7543890","https://doi.org/10.1109/ISCC.2016.7543890"
"1571800584-2480","https://doi.org/10.1109/TSC.2015.2491281","View Article","https://ieeexplore.ieee.org/document/8406186","10.1109/NOMS.2018.8406186","https://doi.org/10.1109/NOMS.2018.8406186"
"1571834422-8630","https://doi.org/10.1109/TSC.2012.13","View Article","https://ieeexplore.ieee.org/document/7809710","10.1109/CIC.2016.039","https://doi.org/10.1109/CIC.2016.039"
"1571796685-1356","https://doi.org/10.1109/TSC.2010.25","View Article","https://ieeexplore.ieee.org/document/6253574","10.1109/CLOUD.2012.143","https://doi.org/10.1109/CLOUD.2012.143"
"1571848949-10487","https://doi.org/10.1109/TSC.2011.42","View Article","https://ieeexplore.ieee.org/document/8030630","10.1109/CLOUD.2017.73","https://doi.org/10.1109/CLOUD.2017.73"
"1571793143-504","https://doi.org/10.1109/TSC.2010.44","View Article","https://ieeexplore.ieee.org/document/6377803","10.1109/ICSMC.2012.6377803","https://doi.org/10.1109/ICSMC.2012.6377803"
"1571818921-5905","https://doi.org/10.1109/TSC.2010.54","View Article","https://ieeexplore.ieee.org/document/6363384","10.1109/SCCC.2011.10","https://doi.org/10.1109/SCCC.2011.10"
"1571847214-10286","https://doi.org/10.1109/TSC.2016.2598335","View Article","https://ieeexplore.ieee.org/document/7933943","10.1109/ACCESS.2017.2707439","https://doi.org/10.1109/ACCESS.2017.2707439"
"1571854963-11116","https://doi.org/10.1109/TSC.2009.14","View Article","https://ieeexplore.ieee.org/document/5440168","10.1109/TSC.2010.9","https://doi.org/10.1109/TSC.2010.9"
"1571855243-11197","https://doi.org/10.1109/TSC.2014.2382555","View Article","https://ieeexplore.ieee.org/document/8479359","10.1109/ACCESS.2018.2872750","https://doi.org/10.1109/ACCESS.2018.2872750"
"1571887351-14271","https://doi.org/10.1109/SCC.2011.97","View Article","https://ieeexplore.ieee.org/document/6133200","10.1109/CloudCom.2011.91","https://doi.org/10.1109/CloudCom.2011.91"
"1571836022-8932","https://doi.org/10.1109/TSC.2015.2456889","View Article","https://ieeexplore.ieee.org/document/8411039","10.1109/CCGRID.2018.00050","https://doi.org/10.1109/CCGRID.2018.00050"
"1571843353-9915","https://doi.org/10.1109/TSC.2009.8","View Article","https://ieeexplore.ieee.org/document/6924216","10.1109/NCA.2014.25","https://doi.org/10.1109/NCA.2014.25"
"1571879886-13668","https://doi.org/10.1109/SCC.2005.59","View Article","https://ieeexplore.ieee.org/document/5262852","10.1109/ICAL.2009.5262852","https://doi.org/10.1109/ICAL.2009.5262852"
"1571876059-13326","https://doi.org/10.1109/SCC.2010.92","View Article","https://ieeexplore.ieee.org/document/7094282","10.1109/TPDS.2015.2426188","https://doi.org/10.1109/TPDS.2015.2426188"
"1571824988-6964","https://doi.org/10.1109/TSC.2015.2473847","View Article","https://ieeexplore.ieee.org/document/7883141","10.1109/ICSESS.2016.7883141","https://doi.org/10.1109/ICSESS.2016.7883141"
"1571844627-10024","https://doi.org/10.1109/TSC.2016.2594778","View Article","https://ieeexplore.ieee.org/document/8875898","10.1109/IDAP.2019.8875898","https://doi.org/10.1109/IDAP.2019.8875898"
"1571847430-10319","https://doi.org/10.1109/TSC.2009.1","View Article","https://ieeexplore.ieee.org/document/7859715","10.1109/ICICPI.2016.7859715","https://doi.org/10.1109/ICICPI.2016.7859715"
"1571853517-10955","https://doi.org/10.1109/TSC.2015.2491287","View Article","https://ieeexplore.ieee.org/document/7883993","10.1109/MIE.2017.2648857","https://doi.org/10.1109/MIE.2017.2648857"
"1571857318-11668","https://doi.org/10.1109/TSC.2010.38","View Article","https://ieeexplore.ieee.org/document/6009254","10.1109/SCC.2011.60","https://doi.org/10.1109/SCC.2011.60"
"1571793850-956","https://doi.org/10.1109/TSC.2014.2355842","View Article","https://ieeexplore.ieee.org/document/7479487","10.1109/ACCESS.2016.2573314","https://doi.org/10.1109/ACCESS.2016.2573314"
"1571866643-12566","https://doi.org/10.1109/SCC.2018.00017","View Article","https://ieeexplore.ieee.org/document/8704178","10.1109/ACCESS.2019.2914261","https://doi.org/10.1109/ACCESS.2019.2914261"
"1571813618-4871","https://doi.org/10.1109/TSC.2009.21","View Article","https://ieeexplore.ieee.org/document/7945203","10.1109/MITP.2017.51","https://doi.org/10.1109/MITP.2017.51"
"1571882513-13875","https://doi.org/10.1109/SCC.2009.48","View Article","https://ieeexplore.ieee.org/document/7027595","10.1109/UCC.2014.128","https://doi.org/10.1109/UCC.2014.128"
"1571835384-8822","https://doi.org/10.1109/TSC.2014.2304717","View Article","https://ieeexplore.ieee.org/document/8748761","10.1109/ICRITO.2018.8748761","https://doi.org/10.1109/ICRITO.2018.8748761"
"1571884369-14015","https://doi.org/10.1109/SCC.2006.97","View Article","https://ieeexplore.ieee.org/document/5557285","10.1109/SCC.2010.56","https://doi.org/10.1109/SCC.2010.56"
"1571826791-7285","https://doi.org/10.1109/TSC.2016.2542813","View Article","https://ieeexplore.ieee.org/document/8400511","10.1109/ACCESS.2018.2851611","https://doi.org/10.1109/ACCESS.2018.2851611"
"1571888987-14397","https://doi.org/10.1109/SCC.2013.112","View Article","https://ieeexplore.ieee.org/document/6948332","10.1109/JSYST.2014.2361841","https://doi.org/10.1109/JSYST.2014.2361841"
"1571859792-11889","https://doi.org/10.1109/TSC.2014.2370642","View Article","https://ieeexplore.ieee.org/document/8643938","10.1109/ACCESS.2019.2900289","https://doi.org/10.1109/ACCESS.2019.2900289"
"1571870729-12923","https://doi.org/10.1109/SCC.2006.2","View Article","https://ieeexplore.ieee.org/document/5401156","10.1109/TPDS.2010.24","https://doi.org/10.1109/TPDS.2010.24"
"1571881257-13779","https://doi.org/10.1109/SCC.2011.87","View Article","https://ieeexplore.ieee.org/document/6114539","10.1109/SBCARS.2011.19","https://doi.org/10.1109/SBCARS.2011.19"
