web-scraper-order,web-scraper-start-url,authors,authors-href,affiliation,topics
"1571798563-1958","https://doi.org/10.1109/TSC.2014.2331683","Bo Jiang","https://ieeexplore.ieee.org/author/37401800900","Beihang University","program testing,"
"1571824527-6883","https://doi.org/10.1109/SCC.2007.47","A.E.S. Goh","https://ieeexplore.ieee.org/author/37269354500","Sch. of Comput. Eng.","knowledge representation languages,"
"1571855308-11220","https://doi.org/10.1109/SCC.2014.91","Rim Faiz","https://ieeexplore.ieee.org/author/37993332800","LARODEC Laboratory, University of Carthage, Tunisia","recommender systems,"
"1571851087-10689","https://doi.org/10.1109/SCC.2011.105","Shuo Liu","https://ieeexplore.ieee.org/author/37280147300","School of Engineering","power consumption,"
"1571863856-12313","https://doi.org/10.1109/SCC.2006.102","Matthias Hovestadt","https://ieeexplore.ieee.org/author/37283393900","Complex and Distributed IT Systems Technische Universität Berlin, Germany","cloud computing,"
"1571834637-8676","https://doi.org/10.1109/SCC.2011.40","Christine Collet","https://ieeexplore.ieee.org/author/37282632900","Grenoble Inst. of Technol., St. Martin d'Hères, France","Internet,"
"1571858711-11793","https://doi.org/10.1109/SCC.2015.89","Shruti Kunde","https://ieeexplore.ieee.org/author/37085550425","Data and Decision Sciences Group","Web services,"
"1571855688-11348","https://doi.org/10.1109/SCC.2005.103","Choong Hee Lee","https://ieeexplore.ieee.org/author/37280408500","Techno-Econ. & Policy Program, Seoul Nat. Univ., South Korea","grid computing,"
"1571802271-2888","https://doi.org/10.1109/TSC.2011.45","Yannis Viniotis","https://ieeexplore.ieee.org/author/38365938900","Department of Electrical and Computer Engineering","Internet of Things,"
"1571871099-12958","https://doi.org/10.1109/SCC.2015.58","Si-Zhe Long","https://ieeexplore.ieee.org/author/37085346654","Nat. Enterprise Internet Services Supporting Software Eng. Res. Center, Kingdee Int. Software Group Co. Ltd., China","Internet,"
"1571857239-11663","https://doi.org/10.1109/SCC.2006.4","Mikael Desertot","https://ieeexplore.ieee.org/author/37541710100","LAMIH, University of Valenciennes, France","mobile computing,"
"1571822262-6510","https://doi.org/10.1109/SCC.2017.70","Songyuan Li","https://ieeexplore.ieee.org/author/37086028321","Beijing University of Posts and Telecommunications","Internet of Things,"
"1571855951-11439","https://doi.org/10.1109/SCC.2013.39","Lei Wang","https://ieeexplore.ieee.org/author/38253814100","Centre for Telematics & Inf. Technol.","system recovery,"
"1571805014-3633","https://doi.org/10.1109/TSC.2010.32","Youhui Zhang","https://ieeexplore.ieee.org/author/37656215000","Department of Computer Science and Technology, Tsinghua University, P.R. China","graphics processing units,"
"1571884622-14049","https://doi.org/10.1109/ICWS.2006.28","Wang Hao","https://ieeexplore.ieee.org/author/37828121700","Inst. of Comput. Technol., Chinese Acad. of Sci., Beijing","Web services,"
"1571868248-12698","https://doi.org/10.1109/SCC.2004.1358076","Yongwei Wu","https://ieeexplore.ieee.org/author/37281230000","Department of Computer Science and Technology","optimisation,"
"1571831648-8144","https://doi.org/10.1109/SCC.2004.1357999","M. Dove","https://ieeexplore.ieee.org/author/37266076800","University of Cambridge, UK","grid computing,"
"1571801868-2758","https://doi.org/10.1109/TSC.2016.2634024","","https://orcid.org/0000-0002-2494-5127","null","null"
"1571855885-11416","https://doi.org/10.1109/SERVICES.2007.60","Mark Hoogendoorn","https://ieeexplore.ieee.org/author/37586420700","Department of Computer Science","learning (artificial intelligence),"
"1571863182-12243","https://doi.org/10.1109/SCC.2008.58","Nikolaos D. Tselikas","https://ieeexplore.ieee.org/author/37295757100","Department of Informatics and Telecommunications","mobility management (mobile radio),"
"1571832603-8315","https://doi.org/10.1109/SCC.2013.69","Xiuwei Zhang","https://ieeexplore.ieee.org/author/37898392800","State Key Lab. of Software Eng.","Web services,"
"1571848619-10429","https://doi.org/10.1109/SCC.2011.64","Christof Weinhardt","https://ieeexplore.ieee.org/author/38577527300","Institute of Information & Market Engineering (IISM)","power markets,"
"1571878478-13541","https://doi.org/10.1109/ICWS.2005.65","T. Di Noia","https://ieeexplore.ieee.org/author/37563968100","Department of Electrical & Information Engineering","wireless sensor networks,"
"1571881667-13815","https://doi.org/10.1109/ICWS.2005.84","S. El-Kassas","https://ieeexplore.ieee.org/author/37411604800","Comput. Sci. & Eng. Dept.","security of data,"
"1571799278-2166","https://doi.org/10.1109/TSC.2016.2564407","Abdullah Gani","https://ieeexplore.ieee.org/author/37682537100","Faculty of Computer Science and Information Technology","cloud computing,"
"1571793282-601","https://doi.org/10.1109/TSC.2016.2560165","","https://orcid.org/0000-0001-8674-4948","null","null"
"1571820879-6266","https://doi.org/10.1109/SCC.2014.111","Richard Hull","https://ieeexplore.ieee.org/author/37275059400","IBM T. J. Watson Research Center, USA","business data processing,"
"1571802940-3031","https://doi.org/10.1109/TSC.2012.19","Gagan Agrawal","https://ieeexplore.ieee.org/author/37276602400","Ohio State Univ.","parallel processing,"
"1571837932-9239","https://doi.org/10.1109/SCC.2006.19","Hongran Yun","https://ieeexplore.ieee.org/author/37827347100","U C Davis, Sookmyung Women's University","business data processing,"
"1571826572-7237","https://doi.org/10.1109/SCC.2015.36","Xiaohong Li","https://ieeexplore.ieee.org/author/37539488900","Tianjin Key Laboratory of Advanced Networking (TANK)","security of data,"
"1571822155-6490","https://doi.org/10.1109/SCC.2009.54","Matthias Quasthoff","https://ieeexplore.ieee.org/author/37662086800","Hasso Plattner Institute","Web sites,"
"1571803351-3239","https://doi.org/10.1109/TSC.2011.9","Nima Roohi","https://ieeexplore.ieee.org/author/38469276500","Department of Computer Science","asymptotic stability,"
"1571852434-10850","https://doi.org/10.1109/SCC.2006.62","Kelly R. Braghetto","https://ieeexplore.ieee.org/author/38258716500","IME","SQL,"
"1571798403-1924","https://doi.org/10.1109/TSC.2016.2597143","Bin Cao","https://ieeexplore.ieee.org/author/37853336600","College of Computer Science and Software Engineering","business data processing,"
"1571796890-1404","https://doi.org/10.1109/TSC.2015.2436388","Huailiang Tan","https://ieeexplore.ieee.org/author/37069663000","College of Computer Science and Electronic Engineering","graphics processing units,"
"1571804121-3414","https://doi.org/10.1109/TSC.2012.17","Markus Kirchberg","https://ieeexplore.ieee.org/author/37396718000","National University of Singapore","cloud computing,"
"1571856540-11590","https://doi.org/10.1109/SCC.2008.50","Ustun Yildiz","https://ieeexplore.ieee.org/author/37658154500","Agency of Health Informatics","workflow management software,"
"1571867681-12647","https://doi.org/10.1109/SERVICES.2007.28","Uwe Assmann","https://ieeexplore.ieee.org/author/37543246600","Dresden, Germany","operating systems (computers),"
"1571855857-11404","https://doi.org/10.1109/SCC.2008.55","Yi Wang","https://ieeexplore.ieee.org/author/37293663700","Mobile Life & New Media Lab.","OFDM modulation,"
"1571886950-14228","https://doi.org/10.1109/ICWS.2010.82","Jianbin Hu","https://ieeexplore.ieee.org/author/37291274900","Key Lab. of HCST","data privacy,"
"1571807758-4169","https://doi.org/10.1109/TSC.2015.2428257","Vladimir Tosic","https://ieeexplore.ieee.org/author/37266954500","Software Systems Research Group","middleware,"
"1571813289-4799","https://doi.org/10.1109/TSC.2015.2470258","Ivan Rodero","https://ieeexplore.ieee.org/author/37299801100","Rutgers Discovery Informatics Institute","cloud computing,"
"1571840005-9603","https://doi.org/10.1109/SCC.2006.77","Jingshan Huang","https://ieeexplore.ieee.org/author/37539976200","School of Computing","cellular biophysics,"
"1571855330-11229","https://doi.org/10.1109/SERVICES.2007.30","Bob Hertzberger","https://ieeexplore.ieee.org/author/37564942600","Inf. Inst.","natural sciences computing,"
"1571855640-11336","https://doi.org/10.1109/SCC.2009.47","Manoj K. Agarwal","https://ieeexplore.ieee.org/author/37283645500","IBM India Research Lab","DP management,"
"1571848638-10435","https://doi.org/10.1109/SCC.2012.26","Chen Wang","https://ieeexplore.ieee.org/author/38247951200","INRIA","Web services,"
"1571831976-8207","https://doi.org/10.1109/SCC.2007.55","Orazio Tomarchio","https://ieeexplore.ieee.org/author/37324466200","Department of Electrical","parallel processing,"
"1571871127-12962","https://doi.org/10.1109/SCC.2015.58","Huan Chen","https://ieeexplore.ieee.org/author/37085346403","Nat. Enterprise Internet Services Supporting Software Eng. Res. Center, Kingdee Int. Software Group Co. Ltd., China","cloud computing,"
"1571800625-2486","https://doi.org/10.1109/TSC.2015.2473847","Cheng Yang","https://ieeexplore.ieee.org/author/37085540374","Key Laboratory of Parallel and Distributed Computing","public domain software,"
"1571835763-8889","https://doi.org/10.1109/SCC.2013.38","Massimo Maresca","https://ieeexplore.ieee.org/author/37275328700","CIPI - University of Genoa, Italy","spreadsheet programs,"
"1571796207-1241","https://doi.org/10.1109/TSC.2014.2320271","Yuanhong Shen","https://ieeexplore.ieee.org/author/37533556100","College of Computer Science","quality of service,"
"1571797309-1547","https://doi.org/10.1109/TSC.2017.2730882","","https://orcid.org/0000-0001-6894-1921","null","null"
"1571797405-1610","https://doi.org/10.1109/TSC.2014.2378278","Shaohua Wang","https://ieeexplore.ieee.org/author/37076932100","Queen's Univ.","Web services,"
"1571797626-1721","https://doi.org/10.1109/TSC.2012.6","Xiuguo Zhang","https://ieeexplore.ieee.org/author/37537454500","Inf. Sci. & Technol.","Web services,"
"1571872707-13072","https://doi.org/10.1109/SCC.2004.1358040","Jianli Luo","https://ieeexplore.ieee.org/author/37278983500","Dept. of Comput. Sci.","Internet,"
"1571865903-12511","https://doi.org/10.1109/SCC.2009.56","Matthias Geiger","https://ieeexplore.ieee.org/author/38110301000","Distrib. Syst. Group","business data processing,"
"1571867933-12673","https://doi.org/10.1109/SCC.2015.95","Zhang Junxing","https://ieeexplore.ieee.org/author/37659177900","Inner Mongolia Eng. Lab. of Cloud Comput. & Service Software","Web services,"
"1571815672-5278","https://doi.org/10.1109/SCC.2012.103","Lorraine M. Herger","https://ieeexplore.ieee.org/author/37444284600","IBM Res.","cloud computing,"
"1571796224-1247","https://doi.org/10.1109/TSC.2011.32","Tomasz Bujok","https://ieeexplore.ieee.org/author/38469248300","AGH University of Science and Technology, Kraków","Java,"
"1571825610-7074","https://doi.org/10.1109/SCC.2006.66","Francesca Arcelli","https://ieeexplore.ieee.org/author/37295096000","Dipt. di Inf. Sist. e Comun.","resource allocation,"
"1571805705-3808","https://doi.org/10.1109/TSC.2011.17","Mingyue Jiang","https://ieeexplore.ieee.org/author/37531085500","School of Information Science and Technology","neural nets,"
"1571844891-10047","https://doi.org/10.1109/SCC.2015.45","Asso Hamzehei","https://ieeexplore.ieee.org/author/37085429236","Nat. ICT Australia","social networking (online)"
"1571863244-12252","https://doi.org/10.1109/SCC.2010.61","Philippe Coudé","https://ieeexplore.ieee.org/author/37545978100","Dept. of Archit. & R&D","mobile computing,"
"1571798645-1979","https://doi.org/10.1109/TSC.2016.2605089","Wenyu Gao","https://ieeexplore.ieee.org/author/37085792667","Department of Statistics","data privacy,"
"1571801198-2605","https://doi.org/10.1109/TSC.2010.41","William N. Robinson","https://ieeexplore.ieee.org/author/37282540900","Comput. Inf. Syst. Dept.","public domain software,"
"1571846359-10198","https://doi.org/10.1109/SCC.2018.00014","Pablo Loyola","https://ieeexplore.ieee.org/author/37888651700","null","learning (artificial intelligence),"
"1571875522-13281","https://doi.org/10.1109/ICWS.2006.144","Katia Saikoski","https://ieeexplore.ieee.org/author/37443437600","HP Laboratories Palo Alto, USA","information technology,"
"1571855734-11362","https://doi.org/10.1109/SCC.2007.2","Gengxin Miao","https://ieeexplore.ieee.org/author/37942378000","ECE Dept.","Internet,"
"1571815132-5188","https://doi.org/10.1109/SCC.2008.41","Kaizhu Huang","https://ieeexplore.ieee.org/author/37276419900","National Laboratory of Pattern Recognition Chinese Academy of Science Beijing, China","learning (artificial intelligence),"
"1571855853-11402","https://doi.org/10.1109/SCC.2008.55","Xiangang Zhao","https://ieeexplore.ieee.org/author/37836025700","Beijing Key Lab. of Intell. Telecommun. Software & Multimedia, Beijing Univ. of Posts & Telecommun., Beijing","grid computing,"
"1571792800-279","https://doi.org/10.1109/TSC.2015.2401598","Hai-Feng Ling","https://ieeexplore.ieee.org/author/37085452515","College of Field Engineering","disasters,"
"1571829856-7820","https://doi.org/10.1109/SCC.2006.109","Gorur N Shrinivas","https://ieeexplore.ieee.org/author/37829217700","Hewlett Packard Global Delivery India Center, Bangalore","business data processing,"
"1571879590-13647","https://doi.org/10.1109/ICWS.2013.36","Yu-Bin Yang","https://ieeexplore.ieee.org/author/37406561400","State Key Laboratory for Novel Software Technology","learning (artificial intelligence),"
"1571824488-6878","https://doi.org/10.1109/SCC.2011.103","Helge Buckow","https://ieeexplore.ieee.org/author/37085949435","null","Capability Maturity Model,"
"1571812840-4693","https://doi.org/10.1109/TSC.2015.2390231","Mohammad A. Islam","https://ieeexplore.ieee.org/author/37074473400","Department of Electrical & Computer Engineering, University of California at Riverside","computer centres,"
"1571841852-9770","https://doi.org/10.1109/SCC.2018.00036","Eyke Hüllermeier","https://ieeexplore.ieee.org/author/37086461707","null","Web services,"
"1571880902-13750","https://doi.org/10.1109/ICWS.2004.1314749","M. Quafafou","https://ieeexplore.ieee.org/author/37283162900","Aix-Marseille University","probability,"
"1571832852-8360","https://doi.org/10.1109/SCC.2009.43","Jean-Yves Tigli","https://ieeexplore.ieee.org/author/37377481400","University Côte d'Azur, CNRS","Internet of Things,"
"1571827299-7373","https://doi.org/10.1109/SCC.2016.50","Ansuman Banerjee","https://ieeexplore.ieee.org/author/37332946000","Indian Statistical Institute, India","cyber-physical systems,"
"1571873889-13142","https://doi.org/10.1109/ICWS.2004.1314790","J. Wullert","https://ieeexplore.ieee.org/author/37283357500","Applied Communication Sciences","national security,"
"1571821976-6456","https://doi.org/10.1109/SCC.2008.11","Hiroshi Sunaga","https://ieeexplore.ieee.org/author/37271970200","NTT Network Innovation","Web services,"
"1571837109-9108","https://doi.org/10.1109/SCC.2011.33","Byoungoh Kim","https://ieeexplore.ieee.org/author/38004262900","Computer Science Department","mobile computing,"
"1571869444-12806","https://doi.org/10.1109/SCC.2004.1358039","Zong Tian Liu","https://ieeexplore.ieee.org/author/37274615500","Sch. of Comput. Eng. & Sci.","text analysis,"
"1571865423-12453","https://doi.org/10.1109/SCC.2017.24","Daekeun Lee","https://ieeexplore.ieee.org/author/37086150504","null","learning (artificial intelligence),"
"1571797410-1611","https://doi.org/10.1109/TSC.2016.2518187","","https://orcid.org/0000-0003-3295-3888","null","null"
"1571818830-5887","https://doi.org/10.1109/SERVICES.2007.33","Sunil Chandra","https://ieeexplore.ieee.org/author/37557334100","IBM India Research Laboratory","Internet,"
"1571859782-11888","https://doi.org/10.1109/SCC.2014.98","Thomas Bach","https://ieeexplore.ieee.org/author/38105313600","Heidelberg University","program testing,"
"1571880706-13736","https://doi.org/10.1109/ICWS.2004.1314956","E. Jaeger","https://ieeexplore.ieee.org/author/37276678200","San Diego Supercomput. Center","scientific information systems,"
"1571802758-3000","https://doi.org/10.1109/TSC.2011.22","Jia-Su Sun","https://ieeexplore.ieee.org/author/37281412800","Peking University, Beijing","graphical user interfaces,"
"1571851390-10724","https://doi.org/10.1109/SCC.2005.91","Linpeng Huang","https://ieeexplore.ieee.org/author/37280052900","Department of Computer Science and Engineering","random-access storage,"
"1571797270-1521","https://doi.org/10.1109/TSC.2015.2444838","M. Govindaraju","https://ieeexplore.ieee.org/author/37275836300","State University of New York at Binghamton","cloud computing,"
"1571833312-8427","https://doi.org/10.1109/SCC.2013.93","Kathryn Brohman","https://ieeexplore.ieee.org/author/38557036100","School of Business","cloud computing,"
"1571816837-5519","https://doi.org/10.1109/SCC.2018.00046","Ray Strong","https://ieeexplore.ieee.org/author/37355894200","Services Res.","learning (artificial intelligence),"
"1571860212-11940","https://doi.org/10.1109/SCC.2009.76","Venugopal Srinivasmurthy","https://ieeexplore.ieee.org/author/38109295900","Hewlett Packard Technol. Solutions Group, Bangalore, India","Web services"
"1571875747-13297","https://doi.org/10.1109/ICWS.2018.00039","Quanwu Xiao","https://ieeexplore.ieee.org/author/37086286503","Ctrip Lt.d Company, Shanghai, China","travel industry,"
"1571798663-1988","https://doi.org/10.1109/TSC.2016.2605089","Rui Liu","https://ieeexplore.ieee.org/author/37085749835","Department of Computing","data privacy,"
"1571847745-10342","https://doi.org/10.1109/SCC.2015.103","Wenzhong Sun","https://ieeexplore.ieee.org/author/37085422829","Sch. of Comput. Sci.","business data processing,"
"1571833548-8467","https://doi.org/10.1109/SCC.2016.57","Chengrong Wu","https://ieeexplore.ieee.org/author/37534923400","Eng. Res. Center of Cyber Security Auditing & Monitoring, Shanghai, China","probability,"
"1571865394-12450","https://doi.org/10.1109/SCC.2010.54","Wendy Powley","https://ieeexplore.ieee.org/author/37282785100","School of Computing","database management systems,"
"1571885764-14150","https://doi.org/10.1109/ICWS.2011.114","Nikolaos Tsantalis","https://ieeexplore.ieee.org/author/37265027200","Concordia University","software maintenance,"
"1571862558-12182","https://doi.org/10.1109/SERVICES.2007.21","Jung Soh","https://ieeexplore.ieee.org/author/38277088900","University of Calgary","Java,"
"1571885509-14125","https://doi.org/10.1109/ICWS.2018.00050","Quanwu Xiao","https://ieeexplore.ieee.org/author/37086463143","null","learning (artificial intelligence),"
"1571872279-13037","https://doi.org/10.1109/SCC.2013.34","Anthony Rowe","https://ieeexplore.ieee.org/author/37324658900","Carnegie Mellon University, Pittsburgh, PA","autonomous aerial vehicles,"
"1571856039-11471","https://doi.org/10.1109/SCC.2008.132","Danzhou Liu","https://ieeexplore.ieee.org/author/37693271700","University of Central Florida, Orlando","content-based retrieval,"
"1571862616-12185","https://doi.org/10.1109/SCC.2018.00028","Vrinda Yadav","https://ieeexplore.ieee.org/author/37086443352","null","business data processing,"
"1571855799-11385","https://doi.org/10.1109/SCC.2016.16","Jianyun Sun","https://ieeexplore.ieee.org/author/37085837746","Sch. of Electron. Inf. & Electr. Eng.","cloud computing,"
"1571856256-11549","https://doi.org/10.1109/SCC.2014.85","Mingbo Wang","https://ieeexplore.ieee.org/author/37085496708","Res. Inst. of Electron. Payment","auditing,"
"1571816965-5546","https://doi.org/10.1109/SCC.2008.81","Meng Ye","https://ieeexplore.ieee.org/author/37416865500","IBM China Research Laboratory, Beijing 100094, China","Web services,"
"1571887079-14241","https://doi.org/10.1109/ICWS.2006.96","Kim K. Baldridge","https://ieeexplore.ieee.org/author/37564074100","Organic Chemistry Institute, University of Zurich, Switzerland","grid computing,"
"1571823180-6676","https://doi.org/10.1109/SCC.2012.112","Chathura Herath","https://ieeexplore.ieee.org/author/37660845700","Knight Capital Group & Apache Software Found.","bioinformatics,"
"1571844603-10022","https://doi.org/10.1109/SERVICES.2007.9","Chi-Chang Huang","https://ieeexplore.ieee.org/author/37717065800","Inst. of Inf. Sci.","grid computing,"
"1571859534-11867","https://doi.org/10.1109/SCC.2005.95","N.J. Fiddian","https://ieeexplore.ieee.org/author/37328867100","Cardiff School of Computer Science, Cardiff University, UK","biology computing,"
"1571804535-3505","https://doi.org/10.1109/TSC.2009.15","Ian Cooper","https://ieeexplore.ieee.org/author/38185445800","School of Computer Science and Informatics","Internet,"
"1571814785-5122","https://doi.org/10.1109/TSC.2017.2711019","Barbara Carminati","https://ieeexplore.ieee.org/author/37268643900","University of Insubria","data privacy,"
"1571840528-9649","https://doi.org/10.1109/SCC.2014.105","Chandra Krintz","https://ieeexplore.ieee.org/author/37267274200","University of California, Santa Barbara","cloud computing,"
"1571835004-8762","https://doi.org/10.1109/SCC.2005.109","A. Calleja","https://ieeexplore.ieee.org/author/37273818000","CRC Inf. Technol., Spain","semantic Web,"
"1571804279-3449","https://doi.org/10.1109/TSC.2014.2312953","Robert G. Merkel","https://ieeexplore.ieee.org/author/37264951900","Monash University","program testing,"
"1571807456-4114","https://doi.org/10.1109/TSC.2013.25","Ajith Ranabahu","https://ieeexplore.ieee.org/author/37689101700","Ohio Center of Excellence in Knowledge-Enabled Computing (Kno.e.sis) Center","cloud computing,"
"1571853667-10970","https://doi.org/10.1109/SERVICES.2007.24","Jens Lemcke","https://ieeexplore.ieee.org/author/37595046700","SAP AG, Karlsruhe, Germany","business data processing,"
"1571838775-9387","https://doi.org/10.1109/SCC.2016.11","Carlos Ribeiro","https://ieeexplore.ieee.org/author/37085802399","Inst. Super. Tecnico","mobile computing,"
"1571803898-3381","https://doi.org/10.1109/TSC.2013.21","Xibin Gao","https://ieeexplore.ieee.org/author/38469110400","Microsoft","business data processing,"
"1571804292-3454","https://doi.org/10.1109/TSC.2014.2312953","James H. Hamlyn-Harris","https://ieeexplore.ieee.org/author/37086204502","Deputy Chair of Computer Science and Software Engineering in the Faculty of Science, Engineering and Technology,","Web services,"
"1571827040-7328","https://doi.org/10.1109/SCC.2010.35","Shubir Kapoor","https://ieeexplore.ieee.org/author/37274821900","Comput. Sci. & CERIAS","Internet,"
"1571849570-10546","https://doi.org/10.1109/SCC.2018.00033","Athanasios Paraskelidis","https://ieeexplore.ieee.org/author/38075893900","School of Computing","cloud computing,"
"1571851829-10771","https://doi.org/10.1109/SCC.2013.41","Sarah Fores","https://ieeexplore.ieee.org/author/37061426400","Univ. of Leeds, Leeds, UK","risk management,"
"1571833264-8421","https://doi.org/10.1109/SCC.2008.108","Dharmashankar Subramanian","https://ieeexplore.ieee.org/author/37394747800","IBM Research","learning (artificial intelligence),"
"1571811331-4366","https://doi.org/10.1109/TSC.2009.27","Michael von Riegen","https://ieeexplore.ieee.org/author/37304370900","University of Hamburg, Hamburg","Web services,"
"1571827860-7467","https://doi.org/10.1109/SCC.2007.135","Erik Wilde","https://ieeexplore.ieee.org/author/37717961000","Siemens Corporate Technology, Berkeley, USA","Internet,"
"1571829396-7737","https://doi.org/10.1109/SCC.2016.92","Hong Liang","https://ieeexplore.ieee.org/author/37085870876","Sch. of Marine Sci. & Technol.","Web services,"
"1571868871-12755","https://doi.org/10.1109/SCC.2017.41","Jialei Wang","https://ieeexplore.ieee.org/author/37086154963","null","Web services,"
"1571812016-4524","https://doi.org/10.1109/TSC.2015.2469292","John White","https://ieeexplore.ieee.org/author/37274428900","Technology Program","Internet,"
"1571888719-14377","https://doi.org/10.1109/ICWS.2012.43","Bikram Sengupta","https://ieeexplore.ieee.org/author/37306158100","IBM Research","teaching,"
"1571886052-14168","https://doi.org/10.1109/ICWS.2017.100","Matthew Adigun","https://ieeexplore.ieee.org/author/37313186600","Department of Computer Science","cloud computing,"
"1571804304-3455","https://doi.org/10.1109/TSC.2014.2312953","Mark B. Cooray","https://ieeexplore.ieee.org/author/38362612200","Test Capability Group of Hewlett-Packard, Melbourne, Australia","Web services,"
"1571792731-254","https://doi.org/10.1109/TSC.2016.2598776","Kay Chen Tan","https://ieeexplore.ieee.org/author/37334471700","Department of Computer Science","evolutionary computation,"
"1571797463-1635","https://doi.org/10.1109/TSC.2015.2491926","Jie Zhang","https://ieeexplore.ieee.org/author/37281468600","School of Computer Science and Engineering, Nanyang Technological University, Singapore","trusted computing,"
"1571828701-7627","https://doi.org/10.1109/SCC.2007.22","Katharina Gorlach","https://ieeexplore.ieee.org/author/37936504700","Inst. of Archit. of Applic. Syst.","Web services,"
"1571793707-870","https://doi.org/10.1109/TSC.2012.39","Henrique Madeira","https://ieeexplore.ieee.org/author/37275601600","Centre for Informatics and Systems of the University of Coimbra","software fault tolerance,"
"1571855192-11178","https://doi.org/10.1109/SCC.2008.61","David Cohn","https://ieeexplore.ieee.org/author/37339243800","IBM Thomas J. Watson Res. Center, Yorktown Heights, NY","business data processing,"
"1571852299-10810","https://doi.org/10.1109/SCC.2011.51","Azlan Ismail","https://ieeexplore.ieee.org/author/37401177500","Department of Computer Science Studies","cloud computing,"
"1571801687-2706","https://doi.org/10.1109/TSC.2015.2481900","Yiping Teng","https://ieeexplore.ieee.org/author/37086069857","State Key Laboratory of Networking and Switching Technology","cloud computing,"
"1571870271-12883","https://doi.org/10.1109/SCC.2004.1358081","Weiming Zhang","https://ieeexplore.ieee.org/author/37278429700","Science and Technology on Information Systems Engineering Laboratory","vehicle routing,"
"1571874952-13237","https://doi.org/10.1109/ICWS.2005.70","K. Tamura","https://ieeexplore.ieee.org/author/37556948200","IBM Tokyo Res. Lab., Kanagawa, Japan","Internet,"
"1571795319-1052","https://doi.org/10.1109/TSC.2010.52","Irwin King","https://ieeexplore.ieee.org/author/37265544100","The Chinese University of Hong Kong","learning (artificial intelligence),"
"1571830972-8023","https://doi.org/10.1109/SCC.2012.7","Jonathan Bardin","https://ieeexplore.ieee.org/author/37849282400","Lab. d'Inf. de Grenoble, Grenoble, France","service-oriented architecture,"
"1571837361-9148","https://doi.org/10.1109/SCC.2017.39","German Vega","https://ieeexplore.ieee.org/author/37662240500","Grenoble Alpes University","ubiquitous computing,"
"1571855843-11399","https://doi.org/10.1109/SERVICES.2007.52","Arthur Chueng","https://ieeexplore.ieee.org/author/37936385500","University of Wollongong Wollongong, N.S.W. Australia","business data processing,"
"1571832349-8274","https://doi.org/10.1109/SCC.2005.24","W.P. Horn","https://ieeexplore.ieee.org/author/37361807200","IBM Thomas J. Watson Research Center","graph theory,"
"1571876228-13342","https://doi.org/10.1109/ICWS.2004.1314797","M. Kawato","https://ieeexplore.ieee.org/author/37283176800","Service Platforms Research Laboratories","virtual machines,"
"1571834541-8655","https://doi.org/10.1109/SCC.2008.119","José Ángel Bañares","https://ieeexplore.ieee.org/author/37622101400","Comput. Sci. & Syst. Eng. Dept.","cloud computing,"
"1571802606-2975","https://doi.org/10.1109/TSC.2016.2599878","Di Wu","https://ieeexplore.ieee.org/author/37085829413","Department of Computer Engineering","resource allocation,"
"1571800915-2549","https://doi.org/10.1109/TSC.2009.20","Tu Peng","https://ieeexplore.ieee.org/author/37574616600","University of Texas at Dallas, Richardson","formal specification,"
"1571804948-3581","https://doi.org/10.1109/TSC.2010.34","Lily Li","https://ieeexplore.ieee.org/author/37986019000","CSIRO ICT Center, Canberra","Web services"
"1571841211-9706","https://doi.org/10.1109/SCC.2011.43","Fei He","https://ieeexplore.ieee.org/author/37286105400","State Key Lab. of Software Eng.","formal specification,"
"1571856102-11496","https://doi.org/10.1109/SCC.2011.96","M. Rebollo","https://ieeexplore.ieee.org/author/37660903700","Univ. Politec. de Valencia, Valencia, Spain","multi-agent systems,"
"1571864611-12377","https://doi.org/10.1109/SCC.2008.99","Shourya Roy","https://ieeexplore.ieee.org/author/37691382400","IBM Res., India Res. Lab., Bangalore","data mining,"
"1571825459-7046","https://doi.org/10.1109/SCC.2008.54","Christian Huemer","https://ieeexplore.ieee.org/author/37370932500","Business Informatics Group","production engineering computing,"
"1571812765-4672","https://doi.org/10.1109/TSC.2014.2376563","Bin Wang","https://ieeexplore.ieee.org/author/38573345500","Beijing Jiaotong University, Beijing, P.R. China","virtual machines,"
"1571824152-6832","https://doi.org/10.1109/SCC.2008.19","Kalapriya Kannan","https://ieeexplore.ieee.org/author/37678609600","IBM Research, Bangalore, India","Big Data,"
"1571821459-6372","https://doi.org/10.1109/SCC.2014.17","Constantinos Kotsokalis","https://ieeexplore.ieee.org/author/37660843200","AfterSearch P.C., Athens, Greece","cloud computing,"
"1571863180-12242","https://doi.org/10.1109/SCC.2008.58","Iakovos S. Venieris","https://ieeexplore.ieee.org/author/37279384600","School of Electrical and Computer Engineering","MIMO communication,"
"1571819090-5933","https://doi.org/10.1109/SCC.2010.28","Yanqi Shi","https://ieeexplore.ieee.org/author/37535282900","Sch. of Comput. Sci. & Eng.","Web services,"
"1571883657-13962","https://doi.org/10.1109/ICWS.2014.15","Tarak Chaari","https://ieeexplore.ieee.org/author/37540831500","National School of Electronics and Telecommunications, RedCAD Research Lab, University of Sfax - Tunisia","ontologies (artificial intelligence),"
"1571860169-11934","https://doi.org/10.1109/SCC.2009.76","Dattathreya Sathyamurthy","https://ieeexplore.ieee.org/author/38109295600","Hewlett Packard Technol. Solutions Group, Bangalore, India","Web services"
